id,Name,Description,Description_EN,Level,BeginnerTime,BeginnerCount,TargetMuscle,TargetMuscle_EN,MET,Part,Equipment,BasicCount,IntermediateCount,AdvancedCount,CaloriesPerRep,UpperCalibration,TargetDevice,LowerCalibration,exCategory,Multiply,Side,Type,AnimationFile,ClipSource,ImageFile
45,버피,"버피는 전신을 사용하는 고강도 운동으로, 스쿼트, 플랭크, 푸시업, 점프의 동작이 결합된 형태입니다. 이 운동은 심폐 지구력과 근력을 동시에 향상시키는 데 효과적입니다.","The burpee is a high-intensity, full-body exercise that combines squats, planks, push-ups, and a jump. It effectively improves both cardiovascular endurance and muscle strength.",Hard,60,8,"[""대흉근"", ""대퇴사두근"", ""복직근""]","[""Chest"", ""Quads"", ""Abs""]",9.8,"[""가슴"", ""하체"", ""코어""]",1,12,15,20,0.6,,"[3,4]",0,1,1,0,상체,,https://youtu.be/qsThy7H9mjA,
46,사이드 니업,"사이드 니업은 코어와 하체의 근력을 강화하는 운동으로, 한쪽 다리를 옆으로 들어올리면서 복부의 긴장을 유지합니다. 이 운동은 특히 측면 복근과 하체의 근육을 타깃으로 합니다.",The Side Knee-up exercise strengthens the core and lower body by lifting one leg to the side while maintaining abdominal tension. It specifically targets the lateral abdominal muscles and the lower body muscles.,Normal,30,10,"[""외복사근"", ""복직근"", ""대퇴이두근""]","[""Obliques"", ""Abs"", ""Hamstrings""]",4,"[""코어"", ""하체""]",1,15,20,30,0.25,,"[3,4]",1,1,1,0,상체,,https://youtu.be/JCqZ2AyWmdY,
47,스탠딩 바이시클,"스탠딩 바이시클은 서서 페달을 밟는 동작을 통해 하체와 코어 근육을 강화하는 운동입니다. 이 운동은 균형 감각과 체력을 동시에 향상시키며, 심폐 기능 개선에도 도움을 줍니다.","The standing bicycle exercise involves pedaling in a standing position, targeting the lower body and core muscles. It enhances balance, stamina, and also aids in improving cardiovascular health.",Normal,60,15,"[""대퇴사두근"", ""대둔근"", ""복직근""]","[""Quads"", ""Glutes"", ""Abs""]",8,"[""하체"", ""코어""]",3,20,30,45,0.49,,"[3,4]",2,1,1,0,상체,,https://youtu.be/0_eOLAYQfy8,
48,슬로우 버피,"슬로우 버피는 전신 근력과 지구력을 향상시키는 운동으로, 천천히 동작을 수행하여 근육에 더 많은 자극을 줍니다. 각 동작을 천천히 수행하면서 근육의 통제력과 안정성을 높일 수 있습니다.","The Slow Burpee is a full-body exercise that enhances strength and endurance by performing the movements slowly, providing more stimulation to the muscles. Performing each movement slowly increases muscle control and stability.",Hard,60,5,"[""대흉근"", ""대퇴사두근"", ""복직근""]","[""Chest"", ""Quads"", ""Abs""]",8,"[""가슴"", ""하체"", ""코어""]",1,10,15,25,0.49,,"[3,4]",0,1,2,0,상체,,https://youtu.be/6PxNa3Q6D8c,
49,시티드 니업,"시티드 니업은 앉은 자세에서 무릎을 가슴 쪽으로 당기는 운동입니다. 이 운동은 주로 복부 근육을 강화하는 데 도움이 되며, 균형 감각과 핵심 안정성을 향상시킬 수 있습니다.",Seated knee-ups involve pulling the knees towards the chest while seated. This exercise primarily strengthens the abdominal muscles and can improve balance and core stability.,Normal,30,15,"[""복직근"", ""내복사근"", ""외복사근""]","[""Abs"", ""Obliques"", ""Obliques""]",4,"[""코어""]",1,20,30,45,0.25,,"[3,4]",1,1,1,0,상체,,https://youtu.be/tW-UVHZxclw,
50,원 레그 힙 쓰러스트,"원 레그 힙 쓰러스트는 한쪽 다리를 공중에 띄우고 다른 다리로 엉덩이를 들어올리는 운동입니다. 이 운동은 균형과 안정성을 향상시키며, 하체와 힙의 근력을 강화합니다.","The single-leg hip thrust involves lifting the hips upwards while one leg is elevated and the other supports the body. This exercise improves balance and stability, and strengthens the lower body and glutes.",Normal,30,8,"[""대둔근"", ""대퇴이두근"", ""복직근""]","[""Glutes"", ""Hamstrings"", ""Abs""]",6,"[""하체"", ""힙"", ""코어""]",1,10,12,15,0.37,,"[3,4]",0,1,1,0,하체,,https://youtu.be/9VbYp8ccNUM,
52,맨몸 렛풀다운,"맨몸 렛풀다운은 맨몸으로 수행하는 등 근육 강화 운동입니다. 이 운동은 광배근을 주로 사용하며, 척추기립근과 이두근의 보조적인 사용을 통해 등의 힘과 안정성을 증진시킵니다.","The bodyweight lat pulldown is a back strengthening exercise performed without equipment. It primarily targets the latissimus dorsi, with auxiliary involvement of the lower back and biceps, enhancing back strength and stability.",Normal,60,8,"[""광배근"", ""척추기립근"", ""이두근""]","[""Lats"", ""Lower Back"", ""Biceps""]",3.5,"[""등""]",1,10,12,15,0.21,1,"[1,2]",,1,1,0,상체,,https://www.youtube.com/watch?v=wdcyG6PWMak,
53,플랭크 로우,"플랭크 로우는 플랭크 자세를 유지하면서 덤벨을 들어 올리는 운동입니다. 이 운동은 복부의 안정성을 강화하고, 상체의 근력을 향상시키는 데 도움이 됩니다.",The Plank Row involves maintaining a plank position while lifting a dumbbell. This exercise enhances core stability and improves upper body strength.,Hard,30,8,"[""복직근"", ""광배근"", ""삼각근""]","[""Abs"", ""Lats"", ""Shoulders""]",6,"[""코어"", ""등"", ""어깨""]",2,10,12,16,0.37,1,"[1,2]",,1,2,0,상체,,https://youtu.be/7vwb5xwCPTo,
54,플랭크 레이즈,플랭크 레이즈는 복부와 코어 근육을 강화하는 운동입니다. 팔꿈치 플랭크 자세에서 한쪽 팔을 들어 올리며 균형을 유지하는 동작을 반복합니다. 이 운동은 복직근과 코어의 안정성을 향상시키는 데 도움이 됩니다.,"Plank raises are exercises that strengthen the abdominal and core muscles. Starting from an elbow plank position, you lift one arm at a time, maintaining balance throughout the movement. This exercise helps improve the stability of the rectus abdominis and core.",Normal,30,8,"[""복직근"", ""복횡근"", ""척추기립근""]","[""Abs"", ""Core"", ""Lower Back""]",3.5,"[""코어""]",1,10,15,20,0.21,0,"[1,2]",,1,1,0,상체,,https://www.youtube.com/watch?v=rhXZaDddnho,
56,무릎 꿇고 플랭크,"무릎 꿇고 플랭크는 전통적인 플랭크 운동의 변형으로, 무릎을 바닥에 대고 수행합니다. 이 자세는 복부와 코어 근육을 강화하는 데 도움이 되며, 초보자에게 적합합니다.","The kneeling plank is a variation of the traditional plank exercise, performed with the knees on the ground. This position helps strengthen the abdominal and core muscles, making it suitable for beginners.",Easy,30,10,"[""복직근"", ""복횡근"", ""척추기립근""]","[""Abs"", ""Core"", ""Lower Back""]",2,"[""코어""]",1,15,20,30,0.12,0,"[1,2]",,1,1,0,상체,,https://youtu.be/QdFATTXYcaE,
57,플랭크 베어 니 터치,"플랭크 베어 니 터치는 플랭크 자세에서 시작하여 한 쪽 무릎을 반대쪽 팔꿈치에 닿게 움직이는 운동입니다. 이 동작은 복부 근육을 집중적으로 자극하며, 균형과 핵심 안정성을 향상시킵니다.","The Plank Bear Knee Touch starts in a plank position and involves moving one knee towards the opposite elbow. This exercise primarily targets the abdominal muscles, enhancing balance and core stability.",Normal,30,8,"[""복직근"", ""복횡근"", ""외복사근""]","[""Abs"", ""Core"", ""Obliques""]",3.5,"[""코어""]",1,10,15,20,0.21,,"[3,4]",0,1,1,0,상체,,https://youtu.be/tDQllKXDYM8,
58,Seated Towel Row (앉아서 수건 당기기),"앉아서 수건 당기기는 등 근육을 강화하는 운동입니다. 수건 양 끝을 잡고 팔을 펴서 수건을 당기는 동작을 반복합니다. 이 운동은 등의 광배근과 승모근, 그리고 척추기립근을 주로 사용합니다.","The Seated Towel Row is an exercise that strengthens the back muscles. You hold the ends of a towel, extend your arms, and pull the towel towards you repeatedly. This exercise primarily targets the latissimus dorsi, trapezius, and erector spinae muscles.",Easy,60,12,"[""광배근"", ""승모근"", ""척추기립근""]","[""Lats"", ""Traps"", ""Lower Back""]",3.5,"[""등""]",1,12,15,18,0.21,0,"[1,2]",,1,1,0,둘다,,https://youtu.be/fquNH1VBsbs,
59,상체 당기기,"상체 당기기 운동은 주로 등 근육을 강화하는 데 도움이 됩니다. 이 운동은 광배근과 척추기립근을 포함한 상체의 여러 근육을 활성화시키며, 승모근에도 영향을 줍니다.","The upper body pull exercise primarily aids in strengthening the back muscles. It activates several muscles in the upper body including the latissimus dorsi and erector spinae, and also impacts the trapezius.",Normal,30,8,"[""광배근"", ""척추기립근"", ""승모근""]","[""Lats"", ""Lower Back"", ""Traps""]",5,"[""등""]",3,10,12,15,0.31,1,"[1,2]",,1,1,0,상체,,https://youtu.be/wc2xACM9YTM,
60,HALF BURPEES (하프 버피),"하프 버피는 전신을 사용하는 고강도 운동으로, 버피의 변형된 형태입니다. 이 운동은 점프를 제외하고 푸시업 자세에서 바로 서기까지의 동작을 반복합니다.","Half burpees are a high-intensity, full-body exercise that is a variation of the traditional burpee. This exercise involves repeating the motion from a push-up position to standing up without the jump.",Hard,30,8,"[""대흉근"", ""복직근"", ""대퇴사두근""]","[""Chest"", ""Abs"", ""Quads""]",8,"[""가슴"", ""코어"", ""하체""]",1,10,15,25,0.49,,"[3,4]",1,1,1,0,둘다,,https://youtu.be/NIoGFghKr-E,
61,BENCH DIPS (벤치 딥스),"벤치 딥스는 벤치나 견고한 표면을 사용하여 수행하는 상체 운동입니다. 이 운동은 주로 삼두근을 강화하는 데 효과적이며, 어깨와 가슴 근육에도 부차적인 자극을 줍니다.","Bench dips are an upper body exercise performed using a bench or a sturdy surface. This exercise primarily targets the triceps, with secondary engagement of the shoulders and chest muscles.",Normal,30,8,"[""삼두근"", ""대흉근"", ""전방 삼각근""]","[""Triceps"", ""Chest"", ""Front Delts""]",6,"[""팔"", ""가슴""]",1,10,15,20,0.37,0,"[1,2]",,1,1,0,상체,,https://youtu.be/PG7hLchfGck,
62,버드독 자세,"버드독 자세는 네 발로 서서 반대편 팔과 다리를 동시에 들어올리는 운동입니다. 이 자세는 균형과 안정성을 향상시키며, 코어 근육을 강화하는 데 도움이 됩니다.","The bird dog exercise involves lifting the opposite arm and leg simultaneously while on all fours. This pose improves balance and stability, and aids in strengthening the core muscles.",Easy,30,8,"[""복직근"", ""척추기립근"", ""복횡근""]","[""Abs"", ""Lower Back"", ""Core""]",2.5,"[""코어""]",1,10,12,15,0.15,,"[3,4]",0,1,2,0,상체,,https://youtu.be/kibke2M1_yg,
63,맨몸 숄더 프레스,"맨몸 숄더 프레스는 어깨 근육을 강화하는 운동으로, 팔을 곧게 펴고 머리 위로 밀어 올리는 동작을 반복합니다. 이 운동은 어깨의 안정성과 힘을 증가시키는 데 도움이 됩니다.",The bodyweight shoulder press is an exercise that strengthens the shoulder muscles by repeatedly pushing the arms straight up over the head. This exercise helps increase shoulder stability and strength.,Normal,30,8,"[""삼각근"", ""전방 삼각근"", ""승모근""]","[""Shoulders"", ""Front Delts"", ""Traps""]",4,"[""어깨""]",1,10,12,15,0.25,0,"[1,2]",,1,1,0,상체,,https://youtu.be/1bKSAQqCvqk ,
64,하이니즈,"하이니즈는 하체와 힙을 강화하는 운동입니다. 이 운동은 주로 대둔근을 타겟으로 하며, 대퇴사두근과 대퇴이두근을 동시에 자극합니다. 정확한 자세와 반복적인 수행으로 근력과 근지구력을 향상시킬 수 있습니다.","Heinies is a lower body and hip strengthening exercise. It primarily targets the glutes, while also engaging the quadriceps and hamstrings. Proper form and repetitive execution can enhance muscle strength and endurance.",Normal,30,10,"[""대둔근"", ""대퇴사두근"", ""대퇴이두근""]","[""Glutes"", ""Quads"", ""Hamstrings""]",6,"[""하체"", ""힙""]",1,15,20,25,0.37,,"[3,4]",0,1,1,0,상체,,https://youtu.be/OmmIEhmV2iU,
65,하이니즈 (층간 소음 없는 버전),"하이니즈는 층간 소음을 유발하지 않는 조용한 운동으로, 주로 하체와 힙의 근육을 강화하는 데 도움이 됩니다. 이 운동은 균형과 안정성을 향상시키는 데에도 효과적입니다.",Heinies is a noise-free exercise ideal for strengthening the lower body and glutes without causing floor impact noise. It also effectively enhances balance and stability.,Normal,30,12,"[""대둔근"", ""대퇴사두근"", ""대퇴이두근""]","[""Glutes"", ""Quads"", ""Hamstrings""]",3.5,"[""하체"", ""힙""]",1,15,20,25,0.21,,"[3,4]",0,1,1,0,상체,,https://youtu.be/oJwD2oDFbvE,
66,니 허그 크런치,"니 허그 크런치는 복부 근육을 강화하는 운동으로, 누워서 무릎을 가슴 쪽으로 당기면서 상체를 들어 올리는 동작을 반복합니다. 이 운동은 복부의 긴장을 유지하면서 근육을 조여주는 효과가 있습니다.","The Knee Hug Crunch is an exercise that strengthens the abdominal muscles by lying down, pulling the knees towards the chest, and lifting the upper body repeatedly. This exercise maintains tension in the abdomen and tightens the muscles effectively.",Normal,30,15,"[""복직근"", ""내복사근"", ""외복사근""]","[""Abs"", ""Obliques"", ""Obliques""]",3.5,"[""코어""]",1,20,25,35,0.21,,"[3,4]",0,1,1,0,상체,,https://youtu.be/414dFUG6x-8,
67,타올 풀 업,"타올 풀 업은 턱걸이 바를 사용하는 대신 타올을 사용하여 수행하는 운동입니다. 이 운동은 주로 등 근육을 강화하며, 팔의 근력도 함께 향상시킵니다. 타올을 사용함으로써 손의 그립 강도도 증가시킬 수 있습니다.",Towel pull-ups are performed using a towel instead of a pull-up bar. This exercise primarily strengthens the back muscles and also enhances arm strength. Using a towel also increases grip strength.,Hard,30,5,"[""광배근"", ""이두근"", ""승모근""]","[""Lats"", ""Biceps"", ""Traps""]",6,"[""등"", ""팔""]",1,8,12,16,0.37,0,"[1,2]",,1,1,0,상체,,https://youtu.be/tdok1jBH0Mk,
68,트위스트 마운틴 클라이머,트위스트 마운틴 클라이머는 전통적인 마운틴 클라이머에 회전 동작을 추가하여 복부의 비복근과 내복사근을 더욱 강화하는 운동입니다. 이 운동은 복부 근육뿐만 아니라 전신의 조정력과 체력을 향상시키는 데 도움이 됩니다.,"Twist mountain climbers add a rotational movement to the traditional mountain climber, enhancing engagement of the obliques and transverse abdominis. This exercise not only targets the core muscles but also improves overall coordination and stamina.",Hard,20,10,"[""복직근"", ""외복사근"", ""내복사근""]","[""Abs"", ""Obliques"", ""Obliques""]",8,"[""코어""]",1,20,30,45,0.49,,"[3,4]",0,1,1,0,상체,,https://youtu.be/MAzuJ6aUfDA,
69,트라이셉스 킥백,"트라이셉스 킥백은 팔 뒤쪽의 삼두근을 집중적으로 강화하는 운동입니다. 덤벨을 사용하여 팔꿈치를 고정한 상태에서 팔을 뒤로 밀어내면서 근육을 수축시키고, 천천히 원래 위치로 돌아옵니다.","The triceps kickback is a focused exercise that strengthens the triceps at the back of the arm. Using a dumbbell, the movement involves pushing the arm back while keeping the elbow fixed, contracting the muscle, and then slowly returning to the starting position.",Normal,30,8,"[""삼두근"", ""삼각근"", ""대흉근""]","[""Triceps"", ""Shoulders"", ""Chest""]",4,"[""팔""]",2,10,12,15,0.25,0,"[1,2]",,1,1,0,상체,,https://youtu.be/y7wW78F8R0o,
